Feature_Name	Score
ENSG00000106638	0.0019258965957454246
ENSG00000101079	0.0016879881619492098
ENSG00000137947	0.0016736584943545633
ENSG00000120265	0.0015986027283882126
ENSG00000105792	0.0015662549268393418
ENSG00000157349	0.0015643033229954598
ENSG00000180530	0.00156067183718646
ENSG00000153976	0.0015541332149463015
ENSG00000197591	0.00151408521357082
ENSG00000179361	0.0014581745335748952
ENSG00000177990	0.001429171464695624
ENSG00000101447	0.0014173930981195737
ENSG00000131668	0.0013682404323572725
ENSG00000116691	0.001350417750748085
ENSG00000185728	0.001319015880788965
ENSG00000117222	0.0013119543828341354
ENSG00000170128	0.0013033157973644802
ENSG00000184575	0.0012943958317716755
ENSG00000114021	0.0012460500870996013
ENSG00000100024	0.001239480340774657
ENSG00000189001	0.0012136887970536077
ENSG00000134539	0.0011909755530645468
ENSG00000198182	0.0011863195040965997
ENSG00000100079	0.0011853062373555789
ENSG00000160326	0.0011646241928603865
ENSG00000179841	0.001135480375622317
ENSG00000163138	0.0011317670473351687
ENSG00000189430	0.0011296930524306505
ENSG00000104957	0.001126819549733515
ENSG00000166289	0.0011207837196387774
ENSG00000146833	0.0011065592306152303
ENSG00000183150	0.001104773627345607
ENSG00000162227	0.0011040138419804299
ENSG00000119471	0.0010896545118993168
ENSG00000099942	0.001068072316617086
ENSG00000173065	0.0010646079593264084
ENSG00000184787	0.0010643421849060217
ENSG00000248329	0.0010637096426377958
ENSG00000105550	0.0010623078814905051
ENSG00000213218	0.0010545658317962644
ENSG00000105708	0.0010500828585442098
ENSG00000172795	0.0010499664360411876
ENSG00000181481	0.0010483032436153096
ENSG00000101605	0.0010465918008013585
ENSG00000014914	0.0010414382258382335
ENSG00000107625	0.0010407349275392966
ENSG00000172789	0.0010403586898618685
ENSG00000136937	0.0010381020511456905
ENSG00000116285	0.0010264457075152447
ENSG00000133101	0.0010227326826459558
ENSG00000152601	0.0010223822810865512
ENSG00000086061	0.0010173231534394438
ENSG00000172086	0.0010170961615548666
ENSG00000171202	0.0010156429899088103
ENSG00000221910	0.0010052576555932243
ENSG00000164609	0.0010051410627871264
ENSG00000180739	0.0010024334621744418
ENSG00000171540	0.0009963156920470351
ENSG00000088543	0.0009957060966175916
ENSG00000170871	0.0009923691689485013
ENSG00000137441	0.0009918109636655277
ENSG00000178567	0.0009898804040706529
ENSG00000012963	0.0009864180619337604
ENSG00000142227	0.0009849026983914787
ENSG00000156110	0.0009826404592771466
ENSG00000139970	0.0009811736892490531
ENSG00000159713	0.000974205019533608
ENSG00000140939	0.0009724818282765985
ENSG00000120457	0.0009715478028552416
ENSG00000050393	0.0009664395493672289
ENSG00000135451	0.0009644643785680792
ENSG00000116161	0.0009619838722363538
ENSG00000126261	0.00096157243158743
ENSG00000100097	0.0009582683418092566
ENSG00000188404	0.000954468577820851
ENSG00000135318	0.0009534839475465973
ENSG00000182447	0.000949760336035075
ENSG00000152078	0.000948351411967922
ENSG00000178226	0.0009480342444333672
ENSG00000140478	0.0009441156282573125
ENSG00000141699	0.0009298127891367578
ENSG00000143537	0.000929234871746402
ENSG00000103353	0.000929210874735251
ENSG00000197050	0.0009290481145932584
ENSG00000062194	0.000923686527098113
ENSG00000112406	0.0009230452058303012
ENSG00000078403	0.0009229637114001653
ENSG00000182831	0.0009227966438986308
ENSG00000104549	0.0009223812581115057
ENSG00000091536	0.0009179463866618612
ENSG00000120438	0.0009174763688034493
ENSG00000113721	0.00091731057204113
ENSG00000156076	0.0009155671044921436
ENSG00000084207	0.000912211030635374
ENSG00000178202	0.0009119177640629872
ENSG00000052850	0.0009107033516395343
ENSG00000214367	0.0009086797337902515
ENSG00000171298	0.0009075810144709164
ENSG00000116574	0.0009042600696316289
ENSG00000176978	0.0009040451500862272
ENSG00000176095	0.0009010722316493685
ENSG00000143183	0.0008992568256416551
ENSG00000162753	0.00089907451713194
ENSG00000189067	0.0008989539516388017
ENSG00000240891	0.0008967224115414999
ENSG00000087470	0.0008952842590067856
ENSG00000185774	0.0008944326648985724
ENSG00000133935	0.0008940747977009497
ENSG00000128607	0.0008920239808681049
ENSG00000124900	0.0008913016473096195
ENSG00000165698	0.0008906715277447982
ENSG00000168071	0.0008905289599146677
ENSG00000214063	0.0008902296445032383
ENSG00000122545	0.0008892700411773943
ENSG00000105810	0.0008890743283896475
ENSG00000109956	0.0008871284842011965
ENSG00000134242	0.0008853019585720733
ENSG00000110066	0.0008847829924482281
ENSG00000143669	0.0008841356157091239
ENSG00000144712	0.000883462556906182
ENSG00000162889	0.0008831586633063432
ENSG00000171817	0.0008827437594016397
ENSG00000185090	0.0008823185524495951
ENSG00000155313	0.00088116114030361
ENSG00000256235	0.0008810926932402792
ENSG00000187094	0.0008803622588291674
ENSG00000159714	0.0008802984819101469
ENSG00000171502	0.0008799060194418205
ENSG00000150779	0.0008793456856696771
ENSG00000137710	0.0008778900411323504
ENSG00000204482	0.0008776888617494233
ENSG00000174327	0.0008775843739609253
ENSG00000167680	0.0008771311974637245
ENSG00000117155	0.0008760877922001241
ENSG00000182704	0.0008755982259384206
ENSG00000174007	0.0008738681928322555
ENSG00000163564	0.0008734431868929654
ENSG00000147224	0.0008721453138043591
ENSG00000274600	0.0008711033227759525
ENSG00000103264	0.0008693037540823375
ENSG00000115073	0.0008691884431940422
ENSG00000107949	0.0008671879651985792
ENSG00000100453	0.0008670210411139049
ENSG00000176715	0.0008668741090596582
ENSG00000110077	0.000865839554311641
ENSG00000185238	0.0008651669045963526
ENSG00000204463	0.0008636816030018257
ENSG00000168016	0.0008624932624002938
ENSG00000170522	0.0008612532333133507
ENSG00000116667	0.0008601798103248233
ENSG00000129351	0.0008600796713257536
ENSG00000101109	0.0008579309752913594
ENSG00000133812	0.0008565356025018577
ENSG00000262655	0.0008551874772752673
ENSG00000092470	0.0008533066740499197
ENSG00000130164	0.0008524966181246736
ENSG00000179542	0.0008521832929916523
ENSG00000072041	0.0008520813772433983
ENSG00000197296	0.000852031289916957
ENSG00000204634	0.0008516427874231873
ENSG00000115307	0.0008514641057190184
ENSG00000180776	0.0008514289903199406
ENSG00000197324	0.0008510223192086168
ENSG00000152463	0.0008491299300806941
ENSG00000111796	0.0008490660442332327
ENSG00000004059	0.0008483916767385987
ENSG00000149968	0.000847625749285968
ENSG00000137843	0.0008472380091199378
ENSG00000112419	0.0008472017159930486
ENSG00000108424	0.0008467496050278243
ENSG00000065978	0.0008450732930370535
ENSG00000114745	0.0008437255033257565
ENSG00000136560	0.0008420423283287177
ENSG00000146192	0.0008419893780764876
ENSG00000089009	0.0008415459513593832
ENSG00000018280	0.0008407870065821671
ENSG00000171105	0.0008392292551289936
ENSG00000112379	0.0008387097684510763
ENSG00000180233	0.0008384508849379397
ENSG00000114126	0.0008379174181736838
ENSG00000153786	0.0008364240561535921
ENSG00000140548	0.0008363313245661304
ENSG00000250510	0.0008351412269402841
ENSG00000075239	0.000834302745195453
ENSG00000133805	0.0008332158936297127
ENSG00000144827	0.0008320425224512385
ENSG00000066697	0.000831861777642745
ENSG00000069974	0.0008300967591632841
ENSG00000110871	0.0008286469849259707
ENSG00000204740	0.0008266309354168984
ENSG00000047648	0.0008260180240764457
ENSG00000204070	0.0008259841699207416
ENSG00000174780	0.000825549071841108
ENSG00000173409	0.0008250671236127489
